famille,activitesprincipales,tailleentreprisesquirecrutent
Pilotage opérationnel,"Prendre en charge le projet de l'expression de besoins à la validation finale,Suivre la conception du projet (besoin client, spécification fonctionnelle, lotissements, livrables, critères de réception…),Piloter le projet en constituant, organisant, coordonnant et animant l’équipe projet selon le cahier des charges (demande du client, budget, délais…),Livrer le projet au niveau de qualité attendu par le client,Gérer et anticiper les risques et les aléas sur le projet,Communiquer sur l'avancée du projet (qualité / coûts / délais) et assurer le reporting,Assurer la rentabilité du projet,Assurer le suivi auprès des clients","[{'name': 'sans salariés', 'value': 42}, {'name': '1-9 salariés', 'value': 828}, {'name': '10-49 salariés', 'value': 631}, {'name': '50 salariés et plus', 'value': 917}, {'name': '250 salariés et plus', 'value': 839}, {'name': 'non renseigné', 'value': 380}]"
Pilotage opérationnel,"Prendre en charge le projet de l'expression de besoins à la validation finale,Suivre la conception du projet (besoin client, spécification fonctionnelle, lotissements, livrables, critères de réception…),Piloter le projet en constituant, organisant, coordonnant et animant l’équipe projet selon le cahier des charges (demande du client, budget, délais…),Livrer le projet au niveau de qualité attendu par le client,Gérer et anticiper les risques et les aléas sur le projet,Communiquer sur l'avancée du projet (qualité / coûts / délais) et assurer le reporting,Assurer la rentabilité du projet,Assurer le suivi auprès des clients","[{'name': 'sans salariés', 'value': 42}, {'name': '1-9 salariés', 'value': 828}, {'name': '10-49 salariés', 'value': 631}, {'name': '50 salariés et plus', 'value': 917}, {'name': '250 salariés et plus', 'value': 839}, {'name': 'non renseigné', 'value': 380}]"
Conseil en relations publics,"Recenser et formaliser les besoins éditoriaux de son client, dans le respect des pratiques validées dans la charte éditoriale,Définir la politique de communication en ligne de son client,Elaborer le plan de communication et s'assurer de la bonne réalisation des outils de communication définis,Organiser, animer, et gérer les contenus diffusés sur les médias en ligne,Proposer des solutions en matière de communication en ligne afin d'optimiser l'utilisation des nouvelles technologies et des nouveaux médias,Exploiter et utiliser les statistiques de publication et d'utilisation des contenus, afin de décider des actions correctives éventuelles et d'optimiser le référencement naturel,Travailler en collaboration avec l'ensemble des équipes afin de déterminer la meilleure stratégie à adopter","[{'name': 'sans salariés', 'value': 38}, {'name': '1-9 salariés', 'value': 334}, {'name': '10-49 salariés', 'value': 78}, {'name': '50 salariés et plus', 'value': 81}, {'name': '250 salariés et plus', 'value': 40}, {'name': 'non renseigné', 'value': 93}]"
Conseil en relations publics,"Recenser et formaliser les besoins éditoriaux de son client, dans le respect des pratiques validées dans la charte éditoriale,Définir la politique de communication en ligne de son client,Elaborer le plan de communication et s'assurer de la bonne réalisation des outils de communication définis,Organiser, animer, et gérer les contenus diffusés sur les médias en ligne,Proposer des solutions en matière de communication en ligne afin d'optimiser l'utilisation des nouvelles technologies et des nouveaux médias,Exploiter et utiliser les statistiques de publication et d'utilisation des contenus, afin de décider des actions correctives éventuelles et d'optimiser le référencement naturel,Travailler en collaboration avec l'ensemble des équipes afin de déterminer la meilleure stratégie à adopter","[{'name': 'sans salariés', 'value': 38}, {'name': '1-9 salariés', 'value': 334}, {'name': '10-49 salariés', 'value': 78}, {'name': '50 salariés et plus', 'value': 81}, {'name': '250 salariés et plus', 'value': 40}, {'name': 'non renseigné', 'value': 93}]"
Gestion et Coordination de l'Evénement,"Etudier le cahier de charges et le contrat signé avec le client,Sélectionner et piloter les prestataires pour la réalisation de l'événement,Suivre les approvisionnements et la logistique,Planifier les tâches pour la bonne exécution du contrat,Contrôler les préparations et le bon déroulement de l'événement,Gérer le retour d’expérience sur mesure de la satisfaction client,Assurer la clôture administrative du dossier et la gestion de la facturation,Mesurer l'impact de l'événement à partir des outils disponibles","[{'name': 'sans salariés', 'value': 2}, {'name': '1-9 salariés', 'value': 21}, {'name': '10-49 salariés', 'value': 6}, {'name': '50 salariés et plus', 'value': 8}, {'name': 'non renseigné', 'value': 12}]"
Gestion et Coordination de l'Evénement,"Décliner la stratégie marketing via internet en accord avec la stratégie marketing globale de la manifestation,Gérer les relations entre le service Marketing de la manifestation et les prestataires web (hébergeurs, développeurs...),En lien avec le service Marketing, concevoir la page ou le site web dédié à l'événement, rédiger le cahier de charges fonctionnel et superviser son développement,Mettre en oeuvre de la stratégie de référencement et les programmes d'affiliation en accord avec la stratégie marketing de la manifestation,Accompagner le développement du e-business des manifestations en mettant en place de nouveaux outils de prospection de clients, de nouveaux produits et services, boutiques…,Suivre et analyser les résultats des actions de marketing, mettre en place des actions correctives et assurer le reporting sur la partie Internet","[{'name': '1-9 salariés', 'value': 1}, {'name': '10-49 salariés', 'value': 2}, {'name': 'non renseigné', 'value': 1}]"
Gestion et Coordination de l'Evénement,"Etudier le cahier de charges et le contrat signé avec le client,Sélectionner et piloter les prestataires pour la réalisation de l'événement,Suivre les approvisionnements et la logistique,Planifier les tâches pour la bonne exécution du contrat,Contrôler les préparations et le bon déroulement de l'événement,Gérer le retour d’expérience sur mesure de la satisfaction client,Assurer la clôture administrative du dossier et la gestion de la facturation,Mesurer l'impact de l'événement à partir des outils disponibles","[{'name': 'sans salariés', 'value': 2}, {'name': '1-9 salariés', 'value': 21}, {'name': '10-49 salariés', 'value': 6}, {'name': '50 salariés et plus', 'value': 8}, {'name': 'non renseigné', 'value': 12}]"
Gestion et Coordination de l'Evénement,"Décliner la stratégie marketing via internet en accord avec la stratégie marketing globale de la manifestation,Gérer les relations entre le service Marketing de la manifestation et les prestataires web (hébergeurs, développeurs...),En lien avec le service Marketing, concevoir la page ou le site web dédié à l'événement, rédiger le cahier de charges fonctionnel et superviser son développement,Mettre en oeuvre de la stratégie de référencement et les programmes d'affiliation en accord avec la stratégie marketing de la manifestation,Accompagner le développement du e-business des manifestations en mettant en place de nouveaux outils de prospection de clients, de nouveaux produits et services, boutiques…,Suivre et analyser les résultats des actions de marketing, mettre en place des actions correctives et assurer le reporting sur la partie Internet","[{'name': '1-9 salariés', 'value': 1}, {'name': '10-49 salariés', 'value': 2}, {'name': 'non renseigné', 'value': 1}]"
Développement commercial,"Gérer un portefeuille de clients et prospects,Analyser et comprendre les besoins des clients,Vendre des solutions adaptées à ses clients,Répondre aux appels d'offres,Promouvoir l’offre de services ou de produits de l'entreprise,Développer l’activité auprès de prospects,Rendre compte de son activité commerciale","[{'name': 'sans salariés', 'value': 145}, {'name': '1-9 salariés', 'value': 735}, {'name': '10-49 salariés', 'value': 602}, {'name': '50 salariés et plus', 'value': 1024}, {'name': '250 salariés et plus', 'value': 859}, {'name': 'non renseigné', 'value': 258}]"
Administration et Finances,"Enregistrer les opérations comptables et être responsable de la tenue des comptes,Rassembler, coordonner et vérifier les données comptables,Etablir et présenter les documents comptables légaux,Analyser une situation comptable (élaboration et utilisation de tableaux de bord...),Exercer des activités connexes de type financier, fiscal, social (réalisation des déclarations fiscales et sociales),Participer à l'amélioration des outils de gestion et des procédures comptables","[{'name': 'sans salariés', 'value': 11}, {'name': '1-9 salariés', 'value': 103}, {'name': '10-49 salariés', 'value': 35}, {'name': '50 salariés et plus', 'value': 50}, {'name': '250 salariés et plus', 'value': 51}, {'name': 'non renseigné', 'value': 40}]"
Conception,"Analyser les besoins fonctionnels,Imaginer le produit fini (logiciel, application, site web, système...) répondant aux besoins,Conseiller et valider la solution avec le client,Spécifier les principales fonctionnalités,Délivrer des spécifications et accompagner le développeur","[{'name': 'sans salariés', 'value': 27}, {'name': '1-9 salariés', 'value': 279}, {'name': '10-49 salariés', 'value': 239}, {'name': '50 salariés et plus', 'value': 439}, {'name': '250 salariés et plus', 'value': 389}, {'name': 'non renseigné', 'value': 186}]"
Développement commercial,"Gérer un portefeuille de clients et prospects,Analyser et comprendre les besoins des clients,Vendre des solutions adaptées à ses clients,Répondre aux appels d'offres,Promouvoir l’offre de services ou de produits de l'entreprise,Développer l’activité auprès de prospects,Rendre compte de son activité commerciale","[{'name': 'sans salariés', 'value': 145}, {'name': '1-9 salariés', 'value': 735}, {'name': '10-49 salariés', 'value': 602}, {'name': '50 salariés et plus', 'value': 1024}, {'name': '250 salariés et plus', 'value': 859}, {'name': 'non renseigné', 'value': 258}]"
